movie id,movie title,release date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Year
451,Grease ,1-Jan-78,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1978
452,Jaws 2 ,1-Jan-78,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1978
453,Jaws 3-D ,1-Jan-83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983
454,Bastard Out of Carolina ,15-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
455,Jackie Chan's First Strike ,10-Jan-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
456,Beverly Hills Ninja ,17-Jan-97,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
457,Free Willy 3: The Rescue ,8-Aug-97,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
458,Nixon ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
459,"Cry, the Beloved Country ",1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
460,"Crossing Guard, The ",1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
461,Smoke ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
462,Like Water For Chocolate (Como agua para chocolate) ,1-Jan-92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1992
463,"Secret of Roan Inish, The ",1-Jan-94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
464,Vanya on 42nd Street ,1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
465,"Jungle Book, The ",1-Jan-94,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
466,Red Rock West ,1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992
467,"Bronx Tale, A ",1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
468,Rudy ,1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
469,Short Cuts ,1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
470,Tombstone ,1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993
471,Courage Under Fire ,8-Mar-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1996
472,Dragonheart ,31-May-96,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1996
473,James and the Giant Peach ,12-Apr-96,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1-Jan-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1963
475,Trainspotting ,19-Jul-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
476,"First Wives Club, The ",14-Sep-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
477,Matilda ,2-Aug-96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
478,"Philadelphia Story, The ",1-Jan-40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1940
479,Vertigo ,1-Jan-58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1958
480,North by Northwest ,1-Jan-59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1959
481,"Apartment, The ",1-Jan-60,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1960
482,Some Like It Hot ,1-Jan-59,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1959
483,Casablanca ,1-Jan-42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1942
484,"Maltese Falcon, The ",1-Jan-41,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1941
485,My Fair Lady ,1-Jan-64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1964
486,Sabrina ,1-Jan-54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1954
487,Roman Holiday ,1-Jan-53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1953
488,Sunset Blvd. ,1-Jan-50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1950
489,Notorious ,1-Jan-46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1946
490,To Catch a Thief ,1-Jan-55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1955
491,"Adventures of Robin Hood, The ",1-Jan-38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938
492,East of Eden ,1-Jan-55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955
493,"Thin Man, The ",1-Jan-34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1934
494,His Girl Friday ,1-Jan-40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1940
495,Around the World in 80 Days ,1-Jan-56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1956
496,It's a Wonderful Life ,1-Jan-46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1946
497,Bringing Up Baby ,1-Jan-38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1938
498,"African Queen, The ",1-Jan-51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1951
499,Cat on a Hot Tin Roof ,1-Jan-58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1958
500,Fly Away Home ,13-Sep-96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
501,Dumbo ,1-Jan-41,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1941
502,Bananas ,1-Jan-71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1971
503,"Candidate, The ",1-Jan-72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1972
504,Bonnie and Clyde ,1-Jan-67,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1967
505,Dial M for Murder ,1-Jan-54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1954
506,Rebel Without a Cause ,1-Jan-55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955
507,"Streetcar Named Desire, A ",1-Jan-51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1951
508,"People vs. Larry Flynt, The ",27-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
509,My Left Foot ,1-Jan-89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989
510,"Magnificent Seven, The ",1-Jan-54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1954
511,Lawrence of Arabia ,1-Jan-62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1962
512,Wings of Desire ,1-Jan-87,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1987
513,"Third Man, The ",1-Jan-49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1949
514,Annie Hall ,1-Jan-77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1977
515,"Boot, Das ",4-Apr-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1997
516,Local Hero ,1-Jan-83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
517,Manhattan ,1-Jan-79,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1979
518,Miller's Crossing ,1-Jan-90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990
519,"Treasure of the Sierra Madre, The ",1-Jan-48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948
520,"Great Escape, The ",1-Jan-63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1963
521,"Deer Hunter, The ",1-Jan-78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1978
522,Down by Law ,1-Jan-86,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1986
523,Cool Hand Luke ,1-Jan-67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1967
524,"Great Dictator, The ",1-Jan-40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1940
525,"Big Sleep, The ",1-Jan-46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1946
526,Ben-Hur ,1-Jan-59,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1959
527,Gandhi ,1-Jan-82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982
528,"Killing Fields, The ",1-Jan-84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1984
529,My Life as a Dog (Mitt liv som hund) ,1-Jan-85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985
530,"Man Who Would Be King, The ",1-Jan-75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
531,Shine ,22-Nov-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996
532,Kama Sutra: A Tale of Love ,7-Mar-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997
533,"Daytrippers, The ",21-Mar-97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997
534,Traveller ,18-Apr-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
535,Addicted to Love ,23-May-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997
536,Ponette ,23-May-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
537,My Own Private Idaho ,1-Jan-91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991
538,Anastasia ,1-Jan-97,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1997
539,Mouse Hunt ,1-Jan-97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
540,Money Train ,1-Jan-95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
541,Mortal Kombat ,1-Jan-95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
542,Pocahontas ,1-Jan-95,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1995
543,"Misérables, Les ",1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1995
544,Things to Do in Denver when You're Dead ,2-Feb-96,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1996
545,Vampire in Brooklyn ,1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
546,Broken Arrow ,9-Feb-96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
547,"Young Poisoner's Handbook, The ",23-Feb-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996
548,"NeverEnding Story III, The ",2-Feb-96,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1996
549,Rob Roy ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1995
550,Die Hard: With a Vengeance ,1-Jan-95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
551,Lord of Illusions ,1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995
552,Species ,1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995
553,"Walk in the Clouds, A ",1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995
554,Waterworld ,1-Jan-95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
555,White Man's Burden ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
556,Wild Bill ,1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995
557,Farinelli: il castrato ,1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1994
558,Heavenly Creatures ,1-Jan-94,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1994
559,Interview with the Vampire ,1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994
560,"Kid in King Arthur's Court, A ",1-Jan-95,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1995
561,Mary Shelley's Frankenstein ,1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994
562,"Quick and the Dead, The ",1-Jan-95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995
563,Stephen King's The Langoliers ,1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995
564,Tales from the Hood ,1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995
565,Village of the Damned ,1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1995
566,Clear and Present Danger ,1-Jan-94,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
567,Wes Craven's New Nightmare ,1-Jan-94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994
568,Speed ,1-Jan-94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1994
569,Wolf ,1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994
570,Wyatt Earp ,1-Jan-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994
571,Another Stakeout ,1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
572,Blown Away ,1-Jan-94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
573,Body Snatchers ,1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1993
574,Boxing Helena ,1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1993
575,City Slickers II: The Legend of Curly's Gold ,1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1994
576,Cliffhanger ,1-Jan-93,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1993
577,Coneheads ,1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1993
578,Demolition Man ,1-Jan-93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993
579,Fatal Instinct ,1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The ",1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
581,Kalifornia ,1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1993
582,"Piano, The ",1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1993
583,Romeo Is Bleeding ,1-Jan-93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1993
584,"Secret Garden, The ",1-Jan-93,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
585,Son in Law ,1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
586,Terminal Velocity ,1-Jan-94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
587,"Hour of the Pig, The ",1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1993
588,Beauty and the Beast ,1-Jan-91,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1991
589,"Wild Bunch, The ",1-Jan-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969
590,Hellraiser: Bloodline ,8-Mar-96,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1996
591,Primal Fear ,30-Mar-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996
592,True Crime ,1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995
593,Stalingrad ,1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1993
594,Heavy ,5-Jun-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996
595,"Fan, The ",16-Aug-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
596,"Hunchback of Notre Dame, The ",21-Jun-96,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
597,Eraser ,21-Jun-96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
598,"Big Squeeze, The ",6-Sep-96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
599,Police Story 4: Project S (Chao ji ji hua) ,16-Aug-96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
600,Daniel Defoe's Robinson Crusoe ,1-Jan-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
601,For Whom the Bell Tolls ,1-Jan-43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1943
602,"American in Paris, An ",1-Jan-51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1951
603,Rear Window ,1-Jan-54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1954
604,It Happened One Night ,1-Jan-34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1934
605,Meet Me in St. Louis ,1-Jan-44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1944
606,All About Eve ,1-Jan-50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1950
607,Rebecca ,1-Jan-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1940
608,Spellbound ,1-Jan-45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1945
609,Father of the Bride ,1-Jan-50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1950
610,Gigi ,1-Jan-58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1958
611,Laura ,1-Jan-44,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1944
612,Lost Horizon ,1-Jan-37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1937
613,My Man Godfrey ,1-Jan-36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1936
614,Giant ,1-Jan-56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1956
615,"39 Steps, The ",1-Jan-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1935
616,Night of the Living Dead ,1-Jan-68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1968
617,"Blue Angel, The (Blaue Engel, Der) ",1-Jan-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1930
618,Picnic ,1-Jan-55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955
619,Extreme Measures ,27-Sep-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996
620,"Chamber, The ",11-Oct-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
621,"Davy Crockett, King of the Wild Frontier ",1-Jan-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1955
622,Swiss Family Robinson ,1-Jan-60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960
623,Angels in the Outfield ,1-Jan-94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
624,"Three Caballeros, The ",1-Jan-45,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1945
625,"Sword in the Stone, The ",1-Jan-63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963
626,So Dear to My Heart ,1-Jan-49,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1949
627,Robin Hood: Prince of Thieves ,1-Jan-91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991
628,Sleepers ,18-Oct-96,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1996
629,Victor/Victoria ,1-Jan-82,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1982
630,"Great Race, The ",1-Jan-65,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1965
631,"Crying Game, The ",1-Jan-92,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1992
632,Sophie's Choice ,1-Jan-82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982
633,"Christmas Carol, A ",1-Jan-38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1938
634,Microcosmos: Le peuple de l'herbe ,11-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
635,"Fog, The ",1-Jan-80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980
636,Escape from New York ,1-Jan-81,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1981
637,"Howling, The ",1-Jan-81,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1981
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) ",1-Jan-82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982
639,"Tin Drum, The (Blechtrommel, Die) ",1-Jan-79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1979
640,"Cook the Thief His Wife & Her Lover, The ",1-Jan-89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989
641,Paths of Glory ,1-Jan-57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1957
642,"Grifters, The ",1-Jan-90,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1990
643,The Innocent ,1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994
644,"Thin Blue Line, The ",1-Jan-88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988
645,Paris Is Burning ,1-Jan-90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990
646,Once Upon a Time in the West ,1-Jan-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969
647,Ran ,1-Jan-85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1985
648,"Quiet Man, The ",1-Jan-52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1952
649,Once Upon a Time in America ,1-Jan-84,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1984
650,"Seventh Seal, The (Sjunde inseglet, Det) ",1-Jan-57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1957
651,Glory ,1-Jan-89,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1989
652,Rosencrantz and Guildenstern Are Dead ,1-Jan-90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1990
653,Touch of Evil ,1-Jan-58,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1958
654,Chinatown ,1-Jan-74,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1974
655,Stand by Me ,1-Jan-86,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1986
656,M ,1-Jan-31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1931
657,"Manchurian Candidate, The ",1-Jan-62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1962
658,Pump Up the Volume ,1-Jan-90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990
659,Arsenic and Old Lace ,1-Jan-44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1944
660,Fried Green Tomatoes ,1-Jan-91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991
661,High Noon ,1-Jan-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1952
662,Somewhere in Time ,1-Jan-80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1980
663,Being There ,1-Jan-79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
664,"Paris, Texas ",1-Jan-84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1984
665,Alien 3 ,1-Jan-92,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1992
666,Blood For Dracula (Andy Warhol's Dracula) ,1-Jan-74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1974
667,Audrey Rose ,1-Jan-77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1977
668,Blood Beach ,1-Jan-81,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981
669,Body Parts ,1-Jan-91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1991
670,Body Snatchers ,1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1993
671,Bride of Frankenstein ,1-Jan-35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1935
672,Candyman ,1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992
673,Cape Fear ,1-Jan-62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1962
674,Cat People ,1-Jan-82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1982
